query,geneid,isoformnum,ref,%id,alignlen,mismatch,gapopens,qstart,qend,refstart,refend,evalue,seqlen
c22720_g3_i3,c22720_g3_i3,c22720_g3,3,navi_HOG5965,79.00,1648,341,5,1876,3520,980,2625,0.0,1122
c22720_g3_i4,c22720_g3_i4,c22720_g3,4,navi_HOG5965,79.00,1648,341,5,2169,3813,980,2625,0.0,1122
c22720_g3_i5,c22720_g3_i5,c22720_g3,5,navi_HOG5965,79.00,1648,341,5,1703,3347,980,2625,0.0,1122
c22727_g1_i1,c22727_g1_i1,c22727_g1,1,navi_HOG5706,81.62,838,150,4,749,1583,186,1022,0.0,691
c22727_g1_i2,c22727_g1_i2,c22727_g1,2,navi_HOG5706,79.20,1505,288,21,749,2233,186,1685,0.0,1022
c22727_g1_i3,c22727_g1_i3,c22727_g1,3,navi_HOG5706,79.20,1505,288,21,749,2233,186,1685,0.0,1022
c22730_g1_i2,c22730_g1_i2,c22730_g1,2,navi_HOG4197,77.76,2217,454,25,130,2331,1811,4003,0.0,1327
c22736_g2_i1,c22736_g2_i1,c22736_g2,1,navi_HOG3197,79.42,2366,377,59,483,2776,364,2691,0.0,1570
c22738_g8_i1,c22738_g8_i1,c22738_g8,1,navi_HOG3308,78.95,1919,373,20,3588,5498,2290,4185,0.0,1277
c22738_g8_i1,c22738_g8_i1,c22738_g8,1,navi_HOG3308,79.39,1373,266,12,1643,3010,247,1607,0.0,952
c22738_g8_i1,c22738_g8_i1,c22738_g8,1,navi_HOG3308,92.21,77,6,0,1476,1552,119,195,3e-23,110
c22738_g8_i2,c22738_g8_i2,c22738_g8,2,navi_HOG3308,78.95,1919,373,20,2956,4866,2290,4185,0.0,1277
c22738_g8_i2,c22738_g8_i2,c22738_g8,2,navi_HOG3308,79.39,1373,266,12,1011,2378,247,1607,0.0,952
c22738_g8_i2,c22738_g8_i2,c22738_g8,2,navi_HOG3308,92.21,77,6,0,844,920,119,195,3e-23,110
c22738_g8_i3,c22738_g8_i3,c22738_g8,3,navi_HOG3308,78.95,1919,373,20,1632,3542,2290,4185,0.0,1277
c22738_g8_i3,c22738_g8_i3,c22738_g8,3,navi_HOG3308,81.16,1003,169,4,53,1054,624,1607,0.0,787
c22738_g12_i1,c22738_g12_i1,c22738_g12,1,navi_HOG3502,85.28,1542,218,7,428,1963,1,1539,0.0,1581
c22740_g5_i1,c22740_g5_i1,c22740_g5,1,navi_HOG2900,81.16,207,31,6,250,449,577,372,2e-39,159
c22740_g5_i2,c22740_g5_i2,c22740_g5,2,navi_HOG2900,80.36,168,25,6,64,224,538,372,5e-28,121
c22746_g5_i2,c22746_g5_i2,c22746_g5,2,navi_HOG4941,83.55,2912,434,16,335,3201,40,2951,0.0,2682
c22746_g5_i3,c22746_g5_i3,c22746_g5,3,navi_HOG4941,84.23,2911,435,12,360,3246,41,2951,0.0,2811
c22746_g5_i4,c22746_g5_i4,c22746_g5,4,navi_HOG4941,84.24,2912,435,12,335,3222,40,2951,0.0,2813
c22748_g1_i1,c22748_g1_i1,c22748_g1,1,navi_HOG6413,77.85,1684,344,24,334,2001,1187,2857,0.0,1016
c22748_g1_i4,c22748_g1_i4,c22748_g1,4,navi_HOG6413,76.19,2700,578,49,497,3159,238,2909,0.0,1363
c22751_g3_i1,c22751_g3_i1,c22751_g3,1,navi_HOG5782,80.80,646,116,6,825,1465,328,970,4e-141,499
c22751_g3_i2,c22751_g3_i2,c22751_g3,2,navi_HOG5782,79.50,873,168,9,533,1398,102,970,2e-174,610
c22751_g3_i5,c22751_g3_i5,c22751_g3,5,navi_HOG5782,79.50,873,168,9,819,1684,102,970,2e-174,610
c22751_g3_i8,c22751_g3_i8,c22751_g3,8,navi_HOG5782,79.50,873,168,9,716,1581,102,970,2e-174,610
c22751_g3_i9,c22751_g3_i9,c22751_g3,9,navi_HOG5782,79.50,873,168,9,387,1252,102,970,1e-174,610
c22751_g3_i10,c22751_g3_i10,c22751_g3,10,navi_HOG5782,79.50,873,168,9,499,1364,102,970,2e-174,610
c22751_g5_i2,c22751_g5_i2,c22751_g5,2,navi_HOG5782,85.32,109,16,0,4493,4601,1085,977,2e-24,113
c22753_g3_i2,c22753_g3_i2,c22753_g3,2,navi_HOG4976,82.53,1568,270,4,1279,2844,1,1566,0.0,1375
c22753_g3_i5,c22753_g3_i5,c22753_g3,5,navi_HOG4976,82.53,1568,270,4,1279,2844,1,1566,0.0,1375
c22754_g2_i1,c22754_g2_i1,c22754_g2,1,navi_HOG7242,81.08,666,123,3,3419,4083,1616,953,2e-149,529
c22754_g2_i2,c22754_g2_i2,c22754_g2,2,navi_HOG7242,81.08,666,123,3,3419,4083,1616,953,2e-149,529
c22754_g2_i3,c22754_g2_i3,c22754_g2,3,navi_HOG7242,81.08,666,123,3,3530,4194,1616,953,2e-149,529
c22754_g2_i4,c22754_g2_i4,c22754_g2,4,navi_HOG7242,81.08,666,123,3,3420,4084,1616,953,2e-149,529
c22759_g5_i1,c22759_g5_i1,c22759_g5,1,navi_HOG5652,80.11,744,148,0,391,1134,744,1,8e-158,555
c22759_g5_i3,c22759_g5_i3,c22759_g5,3,navi_HOG5652,80.11,744,148,0,391,1134,744,1,8e-158,555
c22760_g4_i2,c22760_g4_i2,c22760_g4,2,navi_HOG5938,80.63,2333,426,9,5062,7393,1584,3891,0.0,1781
c22760_g4_i2,c22760_g4_i2,c22760_g4,2,navi_HOG5938,81.12,1933,349,11,7476,9397,3908,5835,0.0,1533
c22760_g4_i2,c22760_g4_i2,c22760_g4,2,navi_HOG5938,83.49,1581,259,2,3353,4932,1,1580,0.0,1472
c22760_g4_i2,c22760_g4_i2,c22760_g4,2,navi_HOG4886,90.78,358,33,0,2134,2491,358,1,4e-134,479
c22760_g4_i3,c22760_g4_i3,c22760_g4,3,navi_HOG5938,80.63,2333,426,9,3114,5445,1584,3891,0.0,1781
c22760_g4_i3,c22760_g4_i3,c22760_g4,3,navi_HOG5938,81.12,1933,349,11,5528,7449,3908,5835,0.0,1533
c22760_g4_i3,c22760_g4_i3,c22760_g4,3,navi_HOG5938,83.49,1581,259,2,1405,2984,1,1580,0.0,1472
c22760_g4_i3,c22760_g4_i3,c22760_g4,3,navi_HOG4886,89.69,543,53,2,1,543,540,1,0.0,689
c22760_g4_i4,c22760_g4_i4,c22760_g4,4,navi_HOG4886,89.77,176,18,0,2134,2309,358,183,1e-58,226
c22760_g4_i5,c22760_g4_i5,c22760_g4,5,navi_HOG4886,88.83,358,37,2,1,358,540,186,2e-122,436
c22761_g2_i1,c22761_g2_i1,c22761_g2,1,navi_HOG3136,82.84,4952,833,17,401,5344,1531,6473,0.0,4420
c22761_g11_i1,c22761_g11_i1,c22761_g11,1,navi_HOG6039,84.13,460,68,4,909,1367,76,531,2e-123,440
c22761_g11_i2,c22761_g11_i2,c22761_g11,2,navi_HOG6039,87.98,774,86,6,1269,2037,529,1300,0.0,907
c22761_g11_i2,c22761_g11_i2,c22761_g11,2,navi_HOG6039,83.64,330,54,0,909,1238,76,405,3e-84,311
c22761_g11_i4,c22761_g11_i4,c22761_g11,4,navi_HOG6039,87.98,774,86,6,567,1335,529,1300,0.0,907
c22761_g11_i4,c22761_g11_i4,c22761_g11,4,navi_HOG6039,88.04,92,11,0,445,536,314,405,8e-24,110
c22761_g11_i6,c22761_g11_i6,c22761_g11,6,navi_HOG6039,82.23,242,43,0,363,604,75,316,8e-54,209
c22761_g11_i8,c22761_g11_i8,c22761_g11,8,navi_HOG6039,82.16,241,43,0,909,1149,76,316,4e-53,207
c22761_g11_i10,c22761_g11_i10,c22761_g11,10,navi_HOG6039,86.49,222,25,2,445,665,314,531,5e-63,239
c22761_g11_i11,c22761_g11_i11,c22761_g11,11,navi_HOG6039,87.66,794,89,8,1269,2055,529,1320,0.0,915
c22761_g11_i11,c22761_g11_i11,c22761_g11,11,navi_HOG6039,83.64,330,54,0,909,1238,76,405,3e-84,311
c22761_g11_i12,c22761_g11_i12,c22761_g11,12,navi_HOG6039,81.78,236,43,0,403,638,78,313,6e-51,198
c22761_g11_i13,c22761_g11_i13,c22761_g11,13,navi_HOG6039,84.10,459,68,4,87,544,77,531,4e-123,438
c22761_g11_i15,c22761_g11_i15,c22761_g11,15,navi_HOG6039,87.98,774,86,6,1269,2037,529,1300,0.0,907
c22761_g11_i15,c22761_g11_i15,c22761_g11,15,navi_HOG6039,83.64,330,54,0,909,1238,76,405,3e-84,311
c22762_g1_i1,c22762_g1_i1,c22762_g1,1,navi_HOG4715,98.04,51,1,0,544,594,775,825,2e-17,89.8
c22762_g1_i3,c22762_g1_i3,c22762_g1,3,navi_HOG4715,97.92,48,1,0,1316,1363,777,824,5e-16,84.2
c22762_g1_i6,c22762_g1_i6,c22762_g1,6,navi_HOG4715,97.96,49,1,0,1061,1109,777,825,3e-16,86.1
c22762_g1_i9,c22762_g1_i9,c22762_g1,9,navi_HOG4715,80.46,824,134,11,480,1276,1,824,7e-173,604
c22762_g1_i14,c22762_g1_i14,c22762_g1,14,navi_HOG4715,97.92,48,1,0,971,1018,774,821,3e-16,84.2
c22766_g4_i1,c22766_g4_i1,c22766_g4,1,navi_HOG3723,79.28,1525,277,30,2741,4237,1973,460,0.0,1029
c22766_g4_i2,c22766_g4_i2,c22766_g4,2,navi_HOG3723,79.33,1524,277,29,2741,4236,1973,460,0.0,1035
c22766_g4_i3,c22766_g4_i3,c22766_g4,3,navi_HOG3723,79.33,1524,277,29,2741,4236,1973,460,0.0,1035
c22770_g1_i3,c22770_g1_i3,c22770_g1,3,navi_HOG4538,77.85,587,121,8,504,1084,1,584,2e-97,355
c22770_g1_i4,c22770_g1_i4,c22770_g1,4,navi_HOG4538,77.85,587,121,8,504,1084,1,584,3e-97,355
c22770_g1_i5,c22770_g1_i5,c22770_g1,5,navi_HOG4538,77.85,587,121,8,504,1084,1,584,3e-97,355
c22770_g1_i6,c22770_g1_i6,c22770_g1,6,navi_HOG4538,77.85,587,121,8,504,1084,1,584,2e-97,355
c22770_g1_i7,c22770_g1_i7,c22770_g1,7,navi_HOG4538,77.85,587,121,8,504,1084,1,584,1e-97,355
c22770_g1_i8,c22770_g1_i8,c22770_g1,8,navi_HOG4538,77.85,587,121,8,504,1084,1,584,3e-97,355
c22770_g1_i10,c22770_g1_i10,c22770_g1,10,navi_HOG4538,77.85,587,121,8,504,1084,1,584,2e-97,355
c22776_g5_i1,c22776_g5_i1,c22776_g5,1,navi_HOG4807,82.40,1574,261,5,4016,5586,564,2124,0.0,1358
c22776_g5_i1,c22776_g5_i1,c22776_g5,1,navi_HOG4807,84.40,564,88,0,3334,3897,1,564,4e-157,555
c22776_g5_i3,c22776_g5_i3,c22776_g5,3,navi_HOG4807,82.97,1562,262,2,4016,5574,564,2124,0.0,1408
c22776_g5_i3,c22776_g5_i3,c22776_g5,3,navi_HOG4807,84.40,564,88,0,3334,3897,1,564,4e-157,555
c22776_g5_i6,c22776_g5_i6,c22776_g5,6,navi_HOG4807,81.75,1562,260,3,4016,5553,564,2124,0.0,1282
c22776_g5_i6,c22776_g5_i6,c22776_g5,6,navi_HOG4807,84.40,564,88,0,3334,3897,1,564,4e-157,555
c22776_g5_i8,c22776_g5_i8,c22776_g5,8,navi_HOG4807,82.42,990,171,1,4483,5469,1135,2124,0.0,861
c22776_g5_i8,c22776_g5_i8,c22776_g5,8,navi_HOG4807,84.40,564,88,0,3334,3897,1,564,4e-157,555
c22778_g1_i1,c22778_g1_i1,c22778_g1,1,navi_HOG2877,78.70,1634,322,17,3476,5093,2375,752,0.0,1066
c22778_g1_i2,c22778_g1_i2,c22778_g1,2,navi_HOG2877,78.70,1634,322,17,1309,2926,2375,752,0.0,1066
c22778_g1_i4,c22778_g1_i4,c22778_g1,4,navi_HOG2877,78.70,1634,322,17,1767,3384,2375,752,0.0,1066
c22778_g1_i10,c22778_g1_i10,c22778_g1,10,navi_HOG2877,78.70,1634,322,17,2301,3918,2375,752,0.0,1066
c22787_g12_i2,c22787_g12_i2,c22787_g12,2,navi_HOG4324,80.90,335,41,14,938,1271,317,5,7e-64,243
c22787_g12_i3,c22787_g12_i3,c22787_g12,3,navi_HOG4324,80.90,335,41,14,517,850,317,5,5e-64,243
c22788_g13_i1,c22788_g13_i1,c22788_g13,1,navi_HOG3571,81.30,3107,472,55,965,4012,1,3057,0.0,2418
c22795_g6_i1,c22795_g6_i1,c22795_g6,1,navi_HOG3862,82.12,302,54,0,793,1094,1067,1368,6e-69,259
c22795_g6_i3,c22795_g6_i3,c22795_g6,3,navi_HOG3862,80.46,302,59,0,793,1094,1067,1368,1e-60,231
c22796_g1_i1,c22796_g1_i1,c22796_g1,1,navi_HOG4489,81.84,2506,427,21,1651,4146,105,2592,0.0,2082
c22796_g2_i1,c22796_g2_i1,c22796_g2,1,navi_HOG6792,86.75,83,11,0,1420,1502,637,719,9e-19,93.5
c22796_g1_i3,c22796_g1_i3,c22796_g1,3,navi_HOG6792,78.00,1827,388,10,953,2778,637,2450,0.0,1134
c22796_g1_i3,c22796_g1_i3,c22796_g1,3,navi_HOG6792,78.78,443,83,9,408,846,41,476,8e-77,287
c22796_g1_i4,c22796_g1_i4,c22796_g1,4,navi_HOG6792,77.78,1431,304,10,952,2381,637,2054,0.0,869
c22796_g1_i4,c22796_g1_i4,c22796_g1,4,navi_HOG6792,78.78,443,83,9,407,845,41,476,6e-77,287
c22796_g1_i5,c22796_g1_i5,c22796_g1,5,navi_HOG4489,81.84,2506,427,21,1650,4145,105,2592,0.0,2082
c22796_g1_i6,c22796_g1_i6,c22796_g1,6,navi_HOG4489,81.84,2506,427,21,1578,4073,105,2592,0.0,2082
c22798_g1_i1,c22798_g1_i1,c22798_g1,1,navi_HOG2906,82.81,1239,198,7,525,1760,1227,1,0.0,1094
c22799_g1_i1,c22799_g1_i1,c22799_g1,1,navi_HOG5959,80.72,446,68,9,3943,4373,1698,2140,5e-90,331
c22799_g1_i2,c22799_g1_i2,c22799_g1,2,navi_HOG5959,80.72,446,68,9,3721,4151,1698,2140,5e-90,331
c22799_g1_i5,c22799_g1_i5,c22799_g1,5,navi_HOG5959,80.72,446,68,9,2505,2935,1698,2140,4e-90,331
c22799_g1_i6,c22799_g1_i6,c22799_g1,6,navi_HOG5959,80.72,446,68,9,465,895,1698,2140,2e-90,331
c22800_g11_i1,c22800_g11_i1,c22800_g11,1,navi_HOG3724,82.57,700,111,7,440,1129,1745,1047,4e-173,606
c22800_g11_i2,c22800_g11_i2,c22800_g11,2,navi_HOG3724,82.57,700,111,7,440,1129,1745,1047,4e-173,606
c22800_g11_i4,c22800_g11_i4,c22800_g11,4,navi_HOG3724,82.74,620,96,7,440,1049,1745,1127,6e-154,542
c22800_g11_i5,c22800_g11_i5,c22800_g11,5,navi_HOG3724,82.74,620,96,7,440,1049,1745,1127,6e-154,542
c22803_g1_i1,c22803_g1_i1,c22803_g1,1,navi_HOG5567,84.37,1548,230,10,558,2102,1578,40,0.0,1507
c22803_g1_i2,c22803_g1_i2,c22803_g1,2,navi_HOG5567,84.37,1548,230,10,558,2102,1578,40,0.0,1507
c22803_g1_i3,c22803_g1_i3,c22803_g1,3,navi_HOG5567,84.37,1548,230,10,558,2102,1578,40,0.0,1507
c22803_g1_i5,c22803_g1_i5,c22803_g1,5,navi_HOG5567,84.37,1548,230,10,558,2102,1578,40,0.0,1507
c22804_g1_i1,c22804_g1_i1,c22804_g1,1,navi_HOG3813,79.78,356,66,5,3631,3985,1671,1321,1e-66,254
c22804_g1_i7,c22804_g1_i7,c22804_g1,7,navi_HOG3813,82.35,85,10,4,136,219,1401,1321,4e-12,69.4
c22805_g2_i1,c22805_g2_i1,c22805_g2,1,navi_HOG4396,80.57,3294,582,38,331,3577,945,4227,0.0,2484
c22805_g2_i7,c22805_g2_i7,c22805_g2,7,navi_HOG4396,80.57,3294,582,38,189,3435,945,4227,0.0,2484
c22805_g2_i10,c22805_g2_i10,c22805_g2,10,navi_HOG4396,80.57,3294,582,38,654,3900,945,4227,0.0,2484
c22805_g5_i3,c22805_g5_i3,c22805_g5,3,navi_HOG5326,82.50,3582,574,22,554,4092,3593,22,0.0,3092
c22805_g5_i4,c22805_g5_i4,c22805_g5,4,navi_HOG5326,82.50,3582,574,22,196,3734,3592,21,0.0,3092
c22805_g5_i5,c22805_g5_i5,c22805_g5,5,navi_HOG5326,82.50,3583,574,22,554,4093,3593,21,0.0,3094
c22812_g1_i1,c22812_g1_i1,c22812_g1,1,navi_HOG5118,78.48,2783,535,21,3542,6298,2233,4977,0.0,1762
c22812_g1_i2,c22812_g1_i2,c22812_g1,2,navi_HOG5118,78.48,2783,535,21,4029,6785,2233,4977,0.0,1762
c22812_g1_i3,c22812_g1_i3,c22812_g1,3,navi_HOG5118,78.00,1886,372,22,4,1863,3109,4977,0.0,1144
c22812_g1_i4,c22812_g1_i4,c22812_g1,4,navi_HOG5118,78.48,2783,535,21,1085,3841,2233,4977,0.0,1762
c22812_g1_i5,c22812_g1_i5,c22812_g1,5,navi_HOG5118,78.48,2783,535,21,4190,6946,2233,4977,0.0,1762
c22812_g1_i6,c22812_g1_i6,c22812_g1,6,navi_HOG5118,78.90,2768,535,20,3542,6283,2233,4977,0.0,1831
c22812_g1_i7,c22812_g1_i7,c22812_g1,7,navi_HOG5118,78.48,2783,535,21,4131,6887,2233,4977,0.0,1762
c22812_g1_i8,c22812_g1_i8,c22812_g1,8,navi_HOG5118,78.44,1874,373,18,4460,6307,3109,4977,0.0,1194
c22818_g4_i2,c22818_g4_i2,c22818_g4,2,navi_HOG5724,83.69,883,130,9,3349,4230,84,953,0.0,821
c22818_g4_i3,c22818_g4_i3,c22818_g4,3,navi_HOG5724,83.71,884,130,9,499,1381,83,953,0.0,822
c22818_g4_i4,c22818_g4_i4,c22818_g4,4,navi_HOG5724,83.69,883,130,9,3535,4416,84,953,0.0,821
c22818_g4_i5,c22818_g4_i5,c22818_g4,5,navi_HOG5724,83.69,883,130,9,3281,4162,84,953,0.0,821
c22818_g4_i6,c22818_g4_i6,c22818_g4,6,navi_HOG5724,83.69,883,130,9,2918,3799,84,953,0.0,821
c22818_g5_i1,c22818_g5_i1,c22818_g5,1,navi_HOG5857,100.00,28,0,0,262,289,1950,1923,2e-07,52.8
c22819_g6_i1,c22819_g6_i1,c22819_g6,1,navi_HOG5969,83.69,1208,197,0,1844,3051,932,2139,0.0,1140
c22819_g6_i3,c22819_g6_i3,c22819_g6,3,navi_HOG5969,83.69,1208,197,0,762,1969,932,2139,0.0,1140
c22819_g6_i4,c22819_g6_i4,c22819_g6,4,navi_HOG5969,83.69,1208,197,0,1744,2951,932,2139,0.0,1140
c22819_g6_i8,c22819_g6_i8,c22819_g6,8,navi_HOG5969,83.69,1208,197,0,1595,2802,932,2139,0.0,1140
c22819_g6_i9,c22819_g6_i9,c22819_g6,9,navi_HOG5969,83.69,1208,197,0,1778,2985,932,2139,0.0,1140
c22819_g6_i10,c22819_g6_i10,c22819_g6,10,navi_HOG5969,83.69,1208,197,0,1231,2438,932,2139,0.0,1140
c22821_g8_i1,c22821_g8_i1,c22821_g8,1,navi_HOG3967,81.13,371,65,5,414,783,1505,1871,1e-78,292
c22821_g8_i1,c22821_g8_i1,c22821_g8,1,navi_HOG3967,87.22,227,26,3,53,276,1072,1298,1e-67,255
c22822_g5_i11,c22822_g5_i11,c22822_g5,11,navi_HOG6702,76.92,3306,738,19,2073,5370,3289,1,0.0,1855
c22826_g2_i1,c22826_g2_i1,c22826_g2,1,navi_HOG4479,77.63,1158,220,19,182,1330,1,1128,0.0,667
c22826_g2_i2,c22826_g2_i2,c22826_g2,2,navi_HOG4479,77.63,1158,220,19,562,1710,1,1128,0.0,667
c22828_g10_i1,c22828_g10_i1,c22828_g10,1,navi_HOG3056,79.66,654,98,22,264,907,1,629,1e-122,438
c22828_g10_i1,c22828_g10_i1,c22828_g10,1,navi_HOG3056,90.00,230,23,0,966,1195,784,1013,2e-80,298
c22828_g10_i2,c22828_g10_i2,c22828_g10,2,navi_HOG3056,90.00,230,23,0,799,1028,784,1013,2e-80,298
c22828_g10_i2,c22828_g10_i2,c22828_g10,2,navi_HOG3056,89.47,95,10,0,283,377,1,95,4e-27,121
c22828_g19_i1,c22828_g19_i1,c22828_g19,1,navi_HOG3667,82.58,1332,218,4,579,1897,1371,41,0.0,1162
c22828_g19_i2,c22828_g19_i2,c22828_g19,2,navi_HOG3667,82.58,1332,218,4,577,1895,1371,41,0.0,1162
c22829_g2_i1,c22829_g2_i1,c22829_g2,1,navi_HOG4813,77.84,2419,519,11,1233,3647,2406,1,0.0,1482
c22829_g2_i3,c22829_g2_i3,c22829_g2,3,navi_HOG4813,77.68,2025,435,11,314,2334,2012,1,0.0,1219
c22829_g2_i4,c22829_g2_i4,c22829_g2,4,navi_HOG4813,87.38,103,13,0,835,937,2406,2304,9e-27,119
c22829_g2_i5,c22829_g2_i5,c22829_g2,5,navi_HOG4813,78.79,396,84,0,1217,1612,2406,2011,5e-71,267
c22829_g2_i7,c22829_g2_i7,c22829_g2,7,navi_HOG4813,78.79,396,84,0,856,1251,2406,2011,4e-71,267
c22829_g2_i8,c22829_g2_i8,c22829_g2,8,navi_HOG4813,77.76,1736,380,6,314,2046,2012,280,0.0,1062
c22829_g2_i10,c22829_g2_i10,c22829_g2,10,navi_HOG4813,78.73,395,84,0,1217,1611,2406,2012,2e-70,265
c22829_g2_i11,c22829_g2_i11,c22829_g2,11,navi_HOG4813,78.79,396,84,0,1232,1627,2406,2011,5e-71,267
c22829_g2_i12,c22829_g2_i12,c22829_g2,12,navi_HOG4813,78.03,1889,409,6,314,2199,2012,127,0.0,1184
c22829_g2_i13,c22829_g2_i13,c22829_g2,13,navi_HOG4813,77.84,2419,519,11,1217,3631,2406,1,0.0,1482
c22829_g2_i15,c22829_g2_i15,c22829_g2,15,navi_HOG4813,87.38,103,13,0,856,958,2406,2304,1e-26,119
c22837_g2_i2,c22837_g2_i2,c22837_g2,2,navi_HOG3649,83.66,1750,278,6,1777,3520,1778,31,0.0,1640
c22837_g2_i3,c22837_g2_i3,c22837_g2,3,navi_HOG3649,84.80,1474,220,2,2117,3587,1503,31,0.0,1478
c22837_g2_i4,c22837_g2_i4,c22837_g2,4,navi_HOG3649,83.66,1750,278,6,1777,3520,1778,31,0.0,1640
c22837_g2_i6,c22837_g2_i6,c22837_g2,6,navi_HOG3649,83.66,1750,278,6,1777,3520,1778,31,0.0,1640
c22837_g2_i7,c22837_g2_i7,c22837_g2,7,navi_HOG3649,84.98,1172,173,1,2443,3611,1202,31,0.0,1186
c22837_g2_i8,c22837_g2_i8,c22837_g2,8,navi_HOG3649,83.66,1750,278,6,1777,3520,1778,31,0.0,1640
c22837_g2_i10,c22837_g2_i10,c22837_g2,10,navi_HOG3649,83.66,1750,278,6,344,2087,1778,31,0.0,1640
c22841_g1_i1,c22841_g1_i1,c22841_g1,1,navi_HOG4315,85.28,163,22,2,1207,1368,904,1065,1e-40,167
c22841_g1_i2,c22841_g1_i2,c22841_g1,2,navi_HOG4315,85.28,163,22,2,1207,1368,904,1065,1e-40,167
c22841_g1_i3,c22841_g1_i3,c22841_g1,3,navi_HOG4315,85.28,163,22,2,1207,1368,904,1065,1e-40,167
c22842_g8_i1,c22842_g8_i1,c22842_g8,1,navi_HOG6482,92.25,387,30,0,209,595,189,575,2e-156,549
c22845_g2_i6,c22845_g2_i6,c22845_g2,6,navi_HOG4685,82.71,480,83,0,2290,2769,804,325,3e-119,427
c22847_g5_i1,c22847_g5_i1,c22847_g5,1,navi_HOG6236,82.06,1366,235,8,246,1606,1,1361,0.0,1157
c22847_g5_i1,c22847_g5_i1,c22847_g5,1,navi_HOG6236,83.87,986,159,0,1877,2862,1440,2425,0.0,941
c22847_g5_i2,c22847_g5_i2,c22847_g5,2,navi_HOG6236,82.06,1366,235,8,246,1606,1,1361,0.0,1157
c22847_g5_i2,c22847_g5_i2,c22847_g5,2,navi_HOG6236,82.74,1199,203,3,1877,3073,1440,2636,0.0,1064
c22847_g5_i4,c22847_g5_i4,c22847_g5,4,navi_HOG6236,82.06,1366,235,8,246,1606,1,1361,0.0,1157
c22847_g5_i5,c22847_g5_i5,c22847_g5,5,navi_HOG6236,82.74,1199,203,3,1905,3101,1440,2636,0.0,1064
c22847_g5_i5,c22847_g5_i5,c22847_g5,5,navi_HOG6236,84.52,956,142,4,682,1634,409,1361,0.0,941
c22847_g5_i6,c22847_g5_i6,c22847_g5,6,navi_HOG6236,86.85,251,33,0,17,267,1801,2051,4e-76,281
c22847_g9_i1,c22847_g9_i1,c22847_g9,1,navi_HOG3554,81.73,3586,623,25,1974,5534,3579,1,0.0,2964
c22847_g9_i2,c22847_g9_i2,c22847_g9,2,navi_HOG3554,81.86,3589,625,17,1973,5545,3579,1,0.0,2998
c22851_g2_i3,c22851_g2_i3,c22851_g2,3,navi_HOG4105,81.82,649,111,6,751,1397,704,61,8e-153,538
c22851_g2_i4,c22851_g2_i4,c22851_g2,4,navi_HOG4105,81.82,649,111,6,4154,4800,704,61,3e-152,538
c22851_g2_i5,c22851_g2_i5,c22851_g2,5,navi_HOG4105,81.82,649,111,6,3531,4177,704,61,3e-152,538
c22851_g2_i6,c22851_g2_i6,c22851_g2,6,navi_HOG4105,81.82,649,111,6,3532,4178,704,61,3e-152,538
c22851_g2_i7,c22851_g2_i7,c22851_g2,7,navi_HOG4105,81.82,649,111,6,603,1249,704,61,8e-153,538
c22851_g2_i8,c22851_g2_i8,c22851_g2,8,navi_HOG4105,81.82,649,111,6,4130,4776,704,61,3e-152,538
c22851_g2_i10,c22851_g2_i10,c22851_g2,10,navi_HOG4903,77.14,595,108,14,2962,3530,593,1,9e-87,320
c22851_g2_i11,c22851_g2_i11,c22851_g2,11,navi_HOG4903,77.14,595,108,14,1157,1725,593,1,5e-87,320
c22851_g2_i12,c22851_g2_i12,c22851_g2,12,navi_HOG4903,77.14,595,108,14,289,857,593,1,3e-87,320
c22851_g2_i13,c22851_g2_i13,c22851_g2,13,navi_HOG4105,81.82,649,111,6,3855,4501,704,61,3e-152,538
c22851_g2_i14,c22851_g2_i14,c22851_g2,14,navi_HOG4903,86.05,129,18,0,1132,1260,129,1,8e-33,139
c22851_g2_i15,c22851_g2_i15,c22851_g2,15,navi_HOG4903,77.14,595,108,14,279,847,593,1,3e-87,320
c22851_g2_i16,c22851_g2_i16,c22851_g2,16,navi_HOG4105,81.82,649,111,6,3531,4177,704,61,3e-152,538
c22851_g2_i18,c22851_g2_i18,c22851_g2,18,navi_HOG4105,81.82,649,111,6,3856,4502,704,61,3e-152,538
c22851_g7_i1,c22851_g7_i1,c22851_g7,1,navi_HOG4904,84.15,1104,165,10,1254,2352,1188,90,0.0,1061
c22851_g7_i2,c22851_g7_i2,c22851_g7,2,navi_HOG4904,84.99,926,131,8,1589,2510,1011,90,0.0,933
c22851_g7_i3,c22851_g7_i3,c22851_g7,3,navi_HOG4904,82.12,917,154,10,1253,2164,1188,277,0.0,776
c22851_g7_i3,c22851_g7_i3,c22851_g7,3,navi_HOG4904,94.68,188,10,0,2279,2466,277,90,1e-78,292
c22855_g3_i1,c22855_g3_i1,c22855_g3,1,navi_HOG5415,78.21,1427,271,23,60,1457,4395,2980,0.0,876
c22855_g3_i2,c22855_g3_i2,c22855_g3,2,navi_HOG5415,86.45,214,27,2,60,272,4395,4183,4e-61,233
c22855_g5_i1,c22855_g5_i1,c22855_g5,1,navi_HOG5415,82.67,277,48,0,463,739,500,776,5e-65,246
c22855_g5_i2,c22855_g5_i2,c22855_g5,2,navi_HOG5415,82.67,277,48,0,320,596,500,776,9e-65,246
c22855_g5_i3,c22855_g5_i3,c22855_g5,3,navi_HOG5415,82.67,277,48,0,663,939,500,776,1e-64,246
